file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/ui/CustomerCheckIn.java,ui.CustomerCheckIn$Anonymous25,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/ui/CustomerCheckIn.java,ui.CustomerCheckIn$Anonymous24,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/ServiceResult.java,service.ServiceResult,class,3,29,26,3,8,1,0,0,10,0.65625,0.14285715,0.1904762,8,3,7,1,0,0,7,0,0,0,4,0,0,4,0,0,4,0,0,34,7,0,0,0,0,0,0,4,0,4,0,0,1,0,19,1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/ServiceResult.java,service.ServiceResult$Status,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/validation/UserEmailAvailableValidation.java,service.validation.UserEmailAvailableValidation,class,3,4,1,3,4,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,3,19,3,0,1,1,0,2,0,2,0,2,2,0,0,0,16,1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/ui/SignIn.java,ui.SignIn$Anonymous10,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/dao/ConnectionProvider.java,dao.ConnectionProvider,class,0,3,3,0,2,1,0,2,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11,1,0,0,1,0,5,0,0,0,0,1,0,0,0,15,1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/UserService.java,service.UserService,class,3,4,1,3,6,1,0,5,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,3,73,6,0,1,1,0,1,0,2,0,2,2,3,0,0,28,1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/ServiceTemplate.java,service.ServiceTemplate,class,4,8,4,4,6,1,0,8,3,0.0,0.0,0.0,3,0,1,0,2,0,3,2,1,0,0,0,0,0,0,0,0,0,2,16,3,1,2,0,0,0,0,1,0,1,2,0,0,0,7,1025,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/ui/PassWord.java,ui.PassWord$Anonymous6,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/ui/CustomerCheckOut.java,ui.CustomerCheckOut,class,8,17,9,8,22,6,0,68,33,0.89655155,0.0,0.0,10,1,3,7,0,0,3,0,0,0,29,0,0,27,0,2,1,0,10,312,2,2,1,1,0,79,205,37,0,39,3,8,0,0,133,1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/CheckInService.java,service.CheckInService$Anonymous1,anonymous,8,8,0,8,3,1,0,19,1,0.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,29,3,0,0,1,0,20,2,1,0,1,1,0,0,0,41,-1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/ui/PassWord.java,ui.PassWord$Anonymous7,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
/home/lucas/Documentos/ufc/semestre_10/reuso/trabalho3/Hotel-Management-System/src/service/validation/LengthValidation.java,service.validation.LengthValidation,class,2,3,1,2,4,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,0,0,4,0,0,4,0,2,18,2,0,2,0,0,0,0,4,0,4,1,0,0,0,9,1,0
